[2, 7, 3, 6, 0, 5, 1, 4]
[3, 1, 6, 4, 0, 7, 5, 2]
[6, 0, 2, 7, 5, 3, 1, 4]
[3, 1, 4, 7, 5, 0, 2, 6]
[4, 0, 7, 3, 1, 6, 2, 5]
[5, 2, 6, 1, 7, 4, 0, 3]
[2, 5, 1, 6, 4, 0, 7, 3]
[4, 6, 1, 3, 7, 0, 2, 5]
[5, 0, 4, 1, 7, 2, 6, 3]
[2, 6, 1, 7, 4, 0, 3, 5]
[6, 4, 2, 0, 5, 7, 1, 3]
[2, 5, 7, 0, 4, 6, 1, 3]
[4, 6, 1, 5, 2, 0, 3, 7]
